Nom du produit;N° Permis;Etat d’autorisation;Détenteur PCP;Produit de référence français;N° AMM de référence français;Nom du produit importé;N° AMM du produit importé;Etat Membre d'origine;Mentions d'étiquetage;
BAMBI;2120022;RETIRE;GRITCHE;SUPREME 20 SG;2080101;GAZEL PLUS SG;AMM n° 25.393;Espagne;Selon le produit de référence français;
BAMBI;2120022;RETIRE;GRITCHE;SUPREME 20 SG;2080101;EPIK 20 SG;AMM n° 25.399;Espagne;Selon le produit de référence français;
ACEPLAN SG;2120127;RETIRE;RIVALE;SUPREME 20 SG;2080101;GAZEL PLUS SG;AMM n° 25.393;Espagne;Selon le produit de référence français;
EQUINOXE;2130214;RETIRE;SAGA SAS;SUPREME 20 SG;2080101;GAZEL PLUS SG;AMM n° 25.393;Espagne;Selon le produit de référence français;
ICEMAN;2221089;AUTORISE;EUROFYTO SA;INPUT;2100056;PROSARO PLUS;AMM n° 17666;Italie;Selon le produit de référence français;
TAKIN;2250367;AUTORISE;PHYTHERON 2000;QUESTAR;2200066;QUESTAR;AMM n° R-67/2023;Pologne;Selon le produit de référence français;
KISARO 2;2220039;RETIRE;SARL HMWC;ULTRALEGEND;2210743;ULTRALEGEND 250 EC;AMM n° R-183/2020;Pologne;Selon le produit de référence français;
ELIPSE;2240501;AUTORISE;GRITCHE;OBLIX 500 SC;2100205;OBLIX 500 SC;AMM n° 8139P/B;Belgique;Selon le produit de référence français;
KOURON GOLD;2230319;AUTORISE;SAGA SAS;REVYSTAR XL;2190686;REVYSTAR GOLD;AMM n° 11085P/B;Belgique;Selon le produit de référence français;
TOPDICOTS CORN;2240044;AUTORISE;TOP SAS;TEMSA SC;2170425;TEMSA SC;AMM n° 10355P/B;Belgique;Selon le produit de référence français;
ZOXATOP;2240038;AUTORISE;DHA;AMISTAR TOP;2080102;AMISTAR TOP;AMM n° 15790;Italie;Selon le produit de référence français;
MAJAX;2240382;AUTORISE;HMWC SAS;SORCIER;2110101;PIRAMAX EC;AMM n° 15062;Italie;Selon le produit de référence français;
LISTER;2240680;AUTORISE;PHYTHERON 2000;MOZZAR;2190062;BELKAR;AMM n° 008778-00;Allemagne;Selon le produit de référence français;
SULBROM;2220104;AUTORISE;TOP SAS;LEIMAY;2140179;GACHINKO;AMM n° 10692 P/B;Belgique;Selon le produit de référence français;
ANACONDA;2110118;RETIRE;GRITCHE;BOA;2080029;VIPER;AMM n° 12514;Italie;Selon le produit de référence français;
OÏMAX;2130170;RETIRE;GRITCHE;TSAR;2080109;ARIUS SYSTEM PLUS;AMM n° 12837;Italie;Selon le produit de référence français;
ARIUS SYSTEM CAZO;2140224;RETIRE;M. CAZORLA S.L;TSAR;2080109;ARIUS SYSTEM PLUS;AMM n° 12837;Italie;Selon le produit de référence français;
FUNSICATEON;2161070;RETIRE;M. CAZORLA S.L;FURY GEO;2130261;FURY GEO;AMM n° 15370;Italie;Selon le produit de référence français;
MANTER;2240681;AUTORISE;PHYTHERON 2000;RANMAN TOP;2110012;RANMAN TOP 160 SC;AMM n° R-12/2012wu et R-551/2022d;Pologne;Selon le produit de référence français;
OSADIA;2170884;RETIRE;UNISEM S.A;;;;;;;
FLORIODIFF PRO;2220098;RETIRE;SIMAGRO Trade EOOD;JOYSTICK;2170216;JOYSTICK;AMM n° 16744;Italie;Selon le produit de référence français;
FOXTAIL;2230761;AUTORISE;EUROFYTO SA;FOSBURI;2080145;HEROLD 600 SC;AMM n° R-192/2015;Pologne;Selon le produit de référence français;
SODINA TOP;2130168;RETIRE;GRITCHE;FORUM TOP;2120132;FORUM TOP;AMM n° 13160;Italie;Selon le produit de référence français;
ETIONS T;2180891;RETIRE;BF PARTICIPATIONS;ISONET T;2180417;ISONET T;AMM n° 25.492;Espagne;Selon le produit de référence français;
HEBCOMPLIT;2200337;RETIRE;M. CAZORLA S.L;JOYSTICK;2170216;GANATER;AMM n° ES-00473;Espagne;Selon le produit de référence français;
MANETE;2200682;RETIRE;GRITCHE;JOYSTICK;2170216;JOYSTICK;AMM n° 16744;Italie;Selon le produit de référence français;
AMSTRAM;2160976;AUTORISE;GRITCHE;PEAK;2080117;PEAK 75 WG;AMM n° 04.2/3686-1/2011.MgSzH;Hongrie;Selon le produit de référence français;
AMSTRAM;2160976;AUTORISE;GRITCHE;PEAK;2080117;PEAK 75 WG;AMM n°     UP/I-320-20/08-01/97;Croatie;Selon le produit de référence français;
AMSTRAM;2160976;AUTORISE;GRITCHE;PEAK;2080117;PEAK;AMM n° 3200-0;Autriche;Selon le produit de référence français;
BIFENAL;2250064;AUTORISE;GRITCHE;FLORAMITE 240 SC;2060113;FLORAMITE 240 SC;AMM n° 12863;Italie;Selon le produit de référence français;
PATATOR;2170190;RETIRE;HMWC SAS;OPTIMO TECH;2110141;CABRIO DUO 112 EC;AMM n° R-24/2012;Pologne;Selon le produit de référence français;
SPEEDY DUO SC;2160665;RETIRE;SAGA SAS;ENERVIN TEAM;2150387;ENERVIN DUO;AMM n° 14697;Italie;Selon le produit de référence français;
TIMOKA;2170315;RETIRE;GRITCHE;OPTIMO TECH;2110141;CABRIO DUO 112 EC;AMM n° R-24/2012;Pologne;Selon le produit de référence français;
VITIMIL;2160297;RETIRE;GRITCHE;ENERVIN TEAM;2150387;ENERVIN DUO;AMM n° 14697;Italie;Selon le produit de référence français;
CLOPAT;2230742;AUTORISE;GRITCHE;LS CLOMAZONE 360;2150783;CHLOMAZ-LIFE;AMM n° R-115/2022;Pologne;Selon le produit de référence français;
PYRAMORF;2170793;RETIRE;PSI (UK) LTD;OPTIMO TECH;2110141;CABRIO DUO 112 EC;AMM n° R-24/2012;Pologne;Selon le produit de référence français;
PROPASOL;2170900;RETIRE;GRITCHE;COLZAMID;8800603;DEVRINOL 450 SC;AMM n° R-250/2014;Pologne;Selon le produit de référence français;
LENOTER SC;2240679;AUTORISE;PHYTHERON 2000;CLORTOSINT;8700002;DICUREX FLO 500 SC;AMM n° R-167/2018 et R-708/2020d;Pologne;Selon le produit de référence français;
FENTHIO IP;2230805;AUTORISE;DHA;UNIVOQ;2210013;UNIVOQ;AMM n° 4340-0;Autriche;Selon le produit de référence français;
REGUFON;2230951;RETIRE;TOP SAS;COUPON;2200709;COUPON;AMM n° 06271;Irlande;Selon le produit de référence français;
PREV-AM PLUS;2170412;RETIRE;ORO AGRI INTERNATIONAL LTD;ESSEN'CIEL;2090127;PREV-AM PLUS;AMM n° 25.761;Espagne;Selon le produit de référence français;
SHANG;2240962;AUTORISE;HMWC SAS;MULAN 700 WG;2200779;MULAN 700 WG;AMM n° R-236/2019;Pologne;Selon le produit de référence français;
SIMETOBROM;2220221;RETIRE;SIMAGRO Trade EOOD;;;;;;;
BARINGO;2170823;AUTORISE;EUROFYTO SA;PROMAN;2150028;PROMAN;AMM n° 10335 P/B;Belgique;Selon le produit de référence français;
BARINGO;2170823;AUTORISE;EUROFYTO SA;PROMAN;2150028;PROMAN FLOW;AMM n° 15265;Italie;Selon le produit de référence français;
BARINGO;2170823;AUTORISE;EUROFYTO SA;PROMAN;2150028;PROMAN;AMM n° 14698 N;Pays-Bas;Selon le produit de référence français;
BARINGO;2170823;AUTORISE;EUROFYTO SA;PROMAN;2150028;PROMAN;AMM n° U34330-217/2014/3;Slovénie;Selon le produit de référence français;
STEENBOK 600;2210539;RETIRE;SAGA SAS;FOSBURI;2080145;HEROLD 600 SC;AMM n° R-192/2015;Pologne;Selon le produit de référence français;
BETANDEM;2210232;RETIRE;TOP SAS;SAROUAL;2090095;BETANAL TANDEM;AMM n° 9021 P/B;Belgique;Selon le produit de référence français;
PROMURON 500;2230937;RETIRE;PHYBELCO SPRL;;;;;;;
SUNTRANA;2240140;RETIRE;UNISEM SA;;;;;;;
HM CYCLOXY 1;2210116;RETIRE;HMWC SAS;STRATOS ULTRA;9000490;;;;;
ZORRO;2200884;AUTORISE;EUROFYTO SA;PROXANIL;2080114;AXIDOR;AMM n° 9721 P/B;Belgique;Selon le produit de référence français;
ZORRO;2200884;AUTORISE;EUROFYTO SA;PROXANIL;2080114;AXIDOR;AMM n° R-5/2015wu;Pologne;Selon le produit de référence français;
MESTER PL;2230848;AUTORISE;GRITCHE;CALARIS;2170381;CLICK PREMIUM;AMM n° R-68/2020;Pologne;Selon le produit de référence français;
PEAKAMBA;2210072;AUTORISE;TOP SAS;CASPER;2090037;CASPER;AMM n° 2788/26.06.2008;Roumanie;Selon le produit de référence français;
SYMBIOSE PLUS;2230053;AUTORISE;SAGA SAS;INPUT;2100056;PROSARO PLUS;AMM n° 17666;Italie;Selon le produit de référence français;
DIPEN;2160103;AUTORISE;GRITCHE;DAKOTA-P;2090113;WING P 462.5 EC;AMM n° R-40/2012;Pologne;Selon le produit de référence français;
DIPEN;2160103;AUTORISE;GRITCHE;DAKOTA-P;2090113;WING P;AMM n° 021PC/11-07-2013;Roumanie;Selon le produit de référence français;
BIGUINE EC;2220844;AUTORISE;GRITCHE;INPUT;2100056;PROSARO PLUS;AMM n° 17666;Italie;Selon le produit de référence français;
ODYCIANE 160;2220569;AUTORISE;SAGA SAS;RANMAN TOP;2110012;RANMAN TOP 160 SC;AMM n° R-12/2012wu;Pologne;Selon le produit de référence français;
CLAYTON SPOCK;2220172;AUTORISE;CLAYTON PLANT PROTECTION LTD;GLOSSET 600 SC;2190149;GLOSSET 600 SC;AMM n° 16695;Italie;Selon le produit de référence français;
OXYLIA;2150274;AUTORISE;SAGA SAS;LIBRAX;2140173;LIBRAX;AMM n° 04465;Irlande;Selon le produit de référence français;
OXYLIA;2150274;AUTORISE;SAGA SAS;LIBRAX;2140173;LIBRAX;AMM n° 04968;Irlande;Selon le produit de référence français;
ATLANTIS PRO PIMP;2170858;AUTORISE;ASTEC EUROPE;ATLANTIS PRO;2140257;ATLANTIS PRO;AMM n° 13700;Italie;Selon le produit de référence français;
ATTRIBUT PIMP;2180444;AUTORISE;ASTEC EUROPE;ATTRIBUT;2000205;ATTRIBUT;AMM n° 0202H/06;Lituanie;Selon le produit de référence français;
ATTRIBUT PIMP;2180444;AUTORISE;ASTEC EUROPE;ATTRIBUT;2000205;ATTRIBUT;AMM n° AS2-51H (2018);Lituanie;Selon le produit de référence français;
AKANA TOP SC;2240136;AUTORISE;GRITCHE;RANMAN TOP;2110012;RANMAN TOP 160 SC;AMM n° R-12/2012wu et R-551/2022d;Pologne;Selon le produit de référence français;
AGRITEBU;2190565;AUTORISE;AGRICANIGOU SARL;HORIZON ARBO;9300186;FOLICUR WG;AMM n° 8498;Italie;Selon le produit de référence français;
DIFAZ SC;2220204;AUTORISE;GRITCHE;AMISTAR TOP;2080102;ORTIVA TOP SC;AMM n° 16369;Italie;Selon le produit de référence français;
CARAMJUV;2150741;AUTORISE;TOP SAS;CARAMBA STAR;2010280;JUVENTUS 90;AMM n° 0266F/11;Lituanie;Selon le produit de référence français;
QUIZAPLUS;2120094;AUTORISE;SAGA SAS;AGIL;8800199;AGIL 100 EC;AMM n° AS2-35H/2015;Lituanie;Selon le produit de référence français;
AMBASSADOR;2110066;RETIRE;RAIFFEISEN BEZUGS UND ABSATZGENOSSENSCHAFT EG;AMBITION;2020014;AGIL-S;AMM n° 014107-00;Allemagne;Selon le produit de référence français;
ARBODIS;2210635;AUTORISE;GRITCHE;SERCADIS;2160962;SERCADIS;AMM n° 16945;Italie;Selon le produit de référence français;
ARBODIS;2210635;AUTORISE;GRITCHE;SERCADIS;2160962;SERCADIS SC;AMM n° 18082;Italie;Selon le produit de référence français;
ARBODIS;2210635;AUTORISE;GRITCHE;SERCADIS;2160962;SERCADIS;AMM n° 10538P/B;Belgique;Selon le produit de référence français;
PYRIPEX;2160903;RETIRE;FRARIMPEX;ADMIRAL PRO;2080060;JUVINAL 10 EC;AMM n° 19.675;Espagne;Selon le produit de référence français;
RAZMO;2230193;AUTORISE;GRITCHE;RATRON GW;2170698;RATRON GIFTWEIZEN;AMM n° 034041-00;Allemagne;Selon le produit de référence français;
CAJON;2100080;AUTORISE;GRITCHE;JOAO;2060116;INPUT PRO;AMM n° 9446/B;Belgique;Selon le produit de référence français;
CAJON;2100080;AUTORISE;GRITCHE;JOAO;2060116;PROLINE;AMM n° 13385;Italie;Selon le produit de référence français;
CAJON;2100080;AUTORISE;GRITCHE;JOAO;2060116;PROLINE EC 250;AMM n° 18-473;Danemark;Selon le produit de référence français;
CAJON;2100080;AUTORISE;GRITCHE;JOAO;2060116;CURBATUR;AMM n° AS2-80F(2018);Lituanie;Selon le produit de référence français;
ALAMODE;2210770;AUTORISE;HMWC SAS;LBG-01F34;2100041;CENTURY SL;AMM n° 16161;Italie;Selon le produit de référence français;
BABYLONE;2180593;AUTORISE;HMWC SAS;ATLANTIS PRO;2140257;ATLANTIS PRO;AMM n° 13700;Italie;Selon le produit de référence français;
BACARAM;2140028;AUTORISE;HMWC SAS;CARAMBA STAR;2010280;CARAMBA;AMM n° 14101;Italie;Selon le produit de référence français;
BACARAM;2140028;AUTORISE;HMWC SAS;CARAMBA STAR;2010280;JUVENTUS 90;AMM n° AS2-53F(2019);Lituanie;Selon le produit de référence français;
DIWALI;2230697;AUTORISE;HMWC SAS;TRIVALDI;2210146;KLIPER;AMM n° R-154/2015;Pologne;Selon le produit de référence français;
DUSUJET;2190332;AUTORISE;HMWC SAS;ATTRIBUT;2000205;ATTRIBUT 70 SG;AMM n° AS2-51H/2018;Lituanie;Selon le produit de référence français;
FLUDIO;2170776;AUTORISE;HMWC SAS;CELEST NET;2030323;CELEST;AMM n° 9288;Italie;Selon le produit de référence français;
FLUFEN 600 SC;2200894;AUTORISE;HMWC SAS;GLOSSET 600 SC;2190149;GLOSSET 600 SC;AMM n° R-159/2018;Pologne;Selon le produit de référence français;
FLUFEN 600 SC;2200894;AUTORISE;HMWC SAS;GLOSSET 600 SC;2190149;GLOSSET 600 SC;AMM n° 16695;Italie;Selon le produit de référence français;
FLUFEN 600 SC;2200894;AUTORISE;HMWC SAS;GLOSSET 600 SC;2190149;GLOSSET SC;AMM n° R-38/2019;Pologne;Selon le produit de référence français;
FONGIMAX;2190483;AUTORISE;HMWC SAS;KEYNOTE;2160931;ASCRA XPRO;AMM n° 0604/28.03.16;Estonie;Selon le produit de référence français;
OTEUR;2240161;AUTORISE;GRITCHE;FOSBURI;2080145;HEROLD 600 SC;AMM n° R-192/2015 et R-792/2019d;Pologne;Selon le produit de référence français;
GAI-LURON;2170854;AUTORISE;HMWC SAS;CHLORTOCIDE EL;7300221;LENTIPUR FLO 500 SC;AMM n° R-121/2012;Pologne;Selon le produit de référence français;
GAI-LURON;2170854;AUTORISE;HMWC SAS;CHLORTOCIDE EL;7300221;DESPERADO 500 SC;AMM n° R-152/2016;Pologne;Selon le produit de référence français;
GAI-LURON;2170854;AUTORISE;HMWC SAS;CHLORTOCIDE EL;7300221;DICUREX FLO 500 SC;AMM n° R-167/2018 (R-708/2020d);Pologne;Selon le produit de référence français;
HM CYCLOXY 2;2210117;AUTORISE;HMWC SAS;STRATOS ULTRA;9000490;STRATOS ULTRA;AMM n° 01006/06-10-2009;Bulgarie;Selon le produit de référence français;
HM DFF2;2150223;AUTORISE;HMWC SAS;DIFLANIL 500 SC;2140242;DIFLANIL 500 SC;AMM n° R-232/2014;Pologne;Selon le produit de référence français;
HM DFF2;2150223;AUTORISE;HMWC SAS;DIFLANIL 500 SC;2140242;DIFLANIL 500 SC;AMM n° R-150//2014 (R446/2015);Pologne;Selon le produit de référence français;
HM DFF 3;2220757;AUTORISE;HMWC SAS;SEMPRA;2160305;KINARA 500 SC;AMM n° R-21/2018 wu;Pologne;Selon le produit de référence français;
HM DFF 3;2220757;AUTORISE;HMWC SAS;SEMPRA;2160305;SEMPRA 500 SC;AMM n° R-6/2016;Pologne;Selon le produit de référence français;
HYDCOPPER 645 SC;2220777;AUTORISE;SAGA SAS;HELIOCUIVRE;9900227;HELIOCUIVRE;AMM n° 12170;Italie;Selon le produit de référence français;
ABYDOS;2070126;AUTORISE;GRITCHE;SULTAN;2000003;SULTAN 50 SC;AMM n° 0294H/03;Lituanie;Selon le produit de référence français;
ABYDOS;2070126;AUTORISE;GRITCHE;SULTAN;2000003;METAZANEX 500 SC;AMM n° R-147/2013 et R-54/2015d;Pologne;Selon le produit de référence français;
HM DIFENOCO 250 EC;2220427;AUTORISE;HMWC SAS;DIFCOR 250 EC;2060002;NARITA 250 EC;AMM n° R-36/2016wu;Pologne;Selon le produit de référence français;
HM DIFENOCO 250 EC;2220427;AUTORISE;HMWC SAS;DIFCOR 250 EC;2060002;DIFCOR 250 EC;AMM n° R-40/2015;Pologne;Selon le produit de référence français;
HM DIT-POT;2210451;AUTORISE;HMWC SAS;DELAN PRO;2160726;DELAN PRO;AMM n° 16562;Italie;Selon le produit de référence français;
HM FLUOPICARB;2220707;AUTORISE;HMWC SAS;INFINITO;2090136;INFINITO 687,5 SC;AMM n° R-37/2011;Pologne;Selon le produit de référence français;
HM GAMER;2211144;AUTORISE;HMWC SAS;REBOOT;2140126;REBOOT 66 WG;AMM n° R-164/2015;Pologne;Selon le produit de référence français;
HM IMAZA;2160900;AUTORISE;HMWC SAS;PULSAR 40;2090064;PULSAR 40 SL;AMM n° 04.2/1380-1/2013;Hongrie;Selon le produit de référence français;
HM IMAZA;2160900;AUTORISE;HMWC SAS;PULSAR 40;2090064;PULSAR 40;AMM n° 1859/29.09.1998;Roumanie;Selon le produit de référence français;
HM KAMID;2221015;AUTORISE;HMWC SAS;ALAKAZAM 500 WG;2220043;ALAKAZAM 500 WG;AMM n° R-129/2021;Pologne;Selon le produit de référence français;
HM KITNA;2220776;AUTORISE;HMWC SAS;READY;2220183;READY;AMM n° R-147/2021;Pologne;Selon le produit de référence français;
HM MANDIPRO 250;2120135;AUTORISE;HMWC SAS;REVUS;2080098;REVUS;AMM n° 9604/B;Belgique;Selon le produit de référence français;
HM MANDIPRO 250;2120135;AUTORISE;HMWC SAS;REVUS;2080098;PERGADO SC;AMM n° 13382;Italie;Selon le produit de référence français;
HM MESOTRIO;2220124;AUTORISE;HMWC SAS;DANEVA;2170421;DANEVA 100 SC;AMM n° R-211/2017;Pologne;Selon le produit de référence français;
HM METANAQUI;2230113;AUTORISE;HMWC SAS;TORSO;2220272;TORSO SC;AMM n° R-188/2018;Pologne;Selon le produit de référence français;
INDEX;2100227;AUTORISE;HMWC SAS;AGIL;8800199;AGIL 100 EC;AMM n° AS2-35H/2015;Lituanie;Selon le produit de référence français;
KILLOIDIUM;2190975;AUTORISE;HMWC SAS;CYFLODIUM;2130067;CIDELY;AMM n° 15449;Italie;Selon le produit de référence français;
 KLOM BPC;2220174;AUTORISE;HMWC SAS;LIBECCIO 36 CS;2200101;LIBECCIO;AMM n° 10732P/B;Belgique;Selon le produit de référence français;
LAVILANUI;2220059;AUTORISE;HMWC SAS;NISSODIUM;2090157;CIDELY;AMM n° 15449;Italie;Selon le produit de référence français;
MARAVE;2200299;AUTORISE;HMWC SAS;MAVRIK FLO;8900564;MAVRIK;AMM n° AS2-30I(2016);Lituanie;Selon le produit de référence français;
MARAVE;2200299;AUTORISE;HMWC SAS;MAVRIK FLO;8900564;EVURE;AMM n° AS2-781(2017);Lituanie;Selon le produit de référence français;
MEFLUXOZOR;2150026;AUTORISE;HMWC SAS;LIBRAX;2140173;LIBRAX;AMM n° 4465;Irlande;Selon le produit de référence français;
MEFLUXOZOR;2150026;AUTORISE;HMWC SAS;LIBRAX;2140173;LIBRAX;AMM n° AS2-30F/2015;Lituanie;Selon le produit de référence français;
MEFLUXOZOR;2150026;AUTORISE;HMWC SAS;LIBRAX;2140173;LIBRAX;AMM n° 10177P/B;Belgique;Selon le produit de référence français;
MEFLUXOZOR;2150026;AUTORISE;HMWC SAS;LIBRAX;2140173;LIBRAX;AMM n° 007969-00;Allemagne;Selon le produit de référence français;
MEFLUXOZOR;2150026;AUTORISE;HMWC SAS;LIBRAX;2140173;LIBRAX;AMM n° R-47/2016;Pologne;Selon le produit de référence français;
MEFLUXOZOR;2150026;AUTORISE;HMWC SAS;LIBRAX;2140173;VASTIMO;AMM n° 007969-60;Allemagne;Selon le produit de référence français;
METSU;2130019;AUTORISE;HMWC SAS;DEFT;2080123;METSURAM 200 WG;AMM n° 1076/07.10.2010;Bulgarie;Selon le produit de référence français;
NAMASTE;2170810;AUTORISE;HMWC SAS;ELATUS ERA;2160959;ELATUS ERA;AMM n° 008406-00;Allemagne;Selon le produit de référence français;
NAMASTE;2170810;AUTORISE;HMWC SAS;ELATUS ERA;2160959;ELATUS ERA;AMM n° 0552;Lettonie;Selon le produit de référence français;
NAMASTE;2170810;AUTORISE;HMWC SAS;ELATUS ERA;2160959;ELATUS ERA;AMM n° 16384;Italie;Selon le produit de référence français;
NICOSULF;2190466;AUTORISE;HMWC SAS;NISSHIN;9100418;FORNET 040 SC;AMM n° R-174/2014;Pologne;Selon le produit de référence français;
NORAVIA;2160126;AUTORISE;HMWC SAS;VARIANO XPRO;2150051;VARIANO XPRO;AMM n° AS2-16F/2014;Lituanie;Selon le produit de référence français;
OGENDA 315SC;2200721;AUTORISE;HMWC SAS;ADENGO XTRA;2160693;ADENGO 315 SC;AMM n° R-14/2011;Pologne;Selon le produit de référence français;
OGENDA 315SC;2200721;AUTORISE;HMWC SAS;ADENGO XTRA;2160693; ADENGO 465 SC;AMM n° 2789-26-06-2008;Roumanie;Selon le produit de référence français;
PICPIC;2200896;AUTORISE;HMWC SAS;PRIMUS;9800277;PRIMUS;AMM n° AS2-51H(2016);Lituanie;Selon le produit de référence français;
RADIAL;2160953;AUTORISE;HMWC SAS;AXIAL PRATIC;2100138;AXIAL 50 EC;AMM n° 0332H/07;Lituanie;Selon le produit de référence français;
RADIAL;2160953;AUTORISE;HMWC SAS;AXIAL PRATIC;2100138;AXIAL 50 EC;AMM n° AS2-33H(2020);Lituanie;Selon le produit de référence français;
TANARIS PIMP;2180045;AUTORISE;PSI (UK) LTD;TANARIS;2170158;TANARIS;AMM n° R-210/2016;Pologne;Selon le produit de référence français;
TANARIS PIMP;2180045;AUTORISE;PSI (UK) LTD;TANARIS;2170158;TANARIS;AMM n° R-60/2018;Pologne;Selon le produit de référence français;
TABRIZ;2221067;AUTORISE;UNISEM SA;KOCIDE 2000;9700401;KOCIDE 2000;AMM n° 10573;Italie;Selon le produit de référence français;
FREENEUI;2190568;RETIRE;M. CAZORLA S.L;ASTERIA;2160965;SAFRAN;AMM n° 24.343;Espagne;Selon le produit de référence français;
MOVEZERB 2;2240309;AUTORISE;HMWC SAS;DARBY;2220259;DARBY 600 SL;AMM n° R-135/2021;Pologne;Selon le produit de référence français;
AGRORAM DF;2030097;RETIRE;EUROFYTO NV;POLYRAM DF;8700107;;;;;
BANDUR;2030103;RETIRE;EUROFYTO NV;CHALLENGE 600;8600243;;;;;
BASAMID CAZO;2130232;RETIRE;M. CAZORLA S.L;BASAMID GRANULE;2220023;;;;;
REXOL 97;2130268;RETIRE;SAGA SAS;BASAMID GRANULE;2220023;;;;;
SOLONET;2120027;RETIRE;EUROFYTO SA;BASAMID GRANULE;2220023;;;;;
LAMPETER;2230846;AUTORISE;UNISEM SA;MERPAN 80 WDG;9300108;MERPAN 80 WDG;AMM n° R-105/2013;Pologne;Selon le produit de référence français;
SONAR;2230117;AUTORISE;GRITCHE;OCTOGON;2090042;BROADWAY;AMM n° 13388;Italie;Selon le produit de référence français;
TRIBURON SOL;2210751;AUTORISE;SIMAGRO Trade EOOD;EXPRESS SX;2090052;EXPRESS 50 SG;AMM n° 2603/14.12.05;Roumanie;Selon le produit de référence français;
S-METOP;2221021;RETIRE;TOP SAS;DELUGE 960 EC;2180088;DELUGE 960 EC;AMM n° R-61/2019;Pologne;Selon le produit de référence français;
PEPENE;2120148;RETIRE;GRITCHE;MOVENTO;2110086;MOVENTO 100 SC;AMM n° R-1/2012;Pologne;Selon le produit de référence français;
PEPENE;2120148;RETIRE;GRITCHE;MOVENTO;2110086;MOVENTO;AMM n° 04.2/7527-1/2016.;Hongrie;Selon le produit de référence français;
PEPENE;2120148;RETIRE;GRITCHE;MOVENTO;2110086;MOVENTO GOLD;AMM n° 16822;Italie;Selon le produit de référence français;
CAVERENTIA;2150758;RETIRE;M. CAZORLA S.L;MOVENTO;2110086;MOVENTO 100 SC;AMM n° 9797 P/B;Belgique;Selon le produit de référence français;
CAVERENTIA;2150758;RETIRE;M. CAZORLA S.L;MOVENTO;2110086;MOVENTO GOLD;AMM n° ES-00024;Espagne;Selon le produit de référence français;
CAVERENTINEA;2180382;RETIRE;M. CAZORLA S.L;MOVENTO;2110086;MOVENTO 100 SC;AMM n° 2850/17.12.2009;Roumanie;Selon le produit de référence français;
REVOK;2230116;AUTORISE;GRITCHE;UNIVOQ;2210013;UNIVOQ;AMM n° 11179P/B;Belgique;Selon le produit de référence français;
REVOK;2230116;AUTORISE;GRITCHE;UNIVOQ;2210013;UNIVOQ;AMM n° 18181;Italie;Selon le produit de référence français;
